invoice_line_id,invoice_id,description,category,amount
INL00015437,INV0009184,Partial month proration,one-time,27.95
INL00015438,INV0009185,PROD_INT monthly service,recurring,115.0
INL00015439,INV0009186,PROD_INT monthly service,recurring,90.0
INL00015440,INV0009186,One-time activation fee,one-time,35.0
INL00015441,INV0009186,Partial month proration,one-time,26.5
INL00015442,INV0009187,PROD_INT monthly service,recurring,50.0
INL00015443,INV0009187,One-time activation fee,one-time,35.0
INL00015444,INV0009187,Partial month proration,one-time,28.26
INL00015445,INV0009188,PROD_INT monthly service,recurring,50.0
INL00015446,INV0009188,Data usage overage,usage,9.49
INL00015447,INV0009189,PROD_INT monthly service,recurring,50.0
INL00015448,INV0009190,PROD_INT monthly service,recurring,50.0
INL00015449,INV0009190,PROD_MOB monthly service,recurring,40.0
INL00015450,INV0009191,PROD_INT monthly service,recurring,50.0
INL00015451,INV0009191,PROD_MOB monthly service,recurring,40.0
INL00015452,INV0009192,PROD_INT monthly service,recurring,50.0
INL00015453,INV0009192,PROD_MOB monthly service,recurring,40.0
INL00015454,INV0009193,PROD_INT monthly service,recurring,50.0
INL00015455,INV0009193,PROD_MOB monthly service,recurring,40.0
INL00015456,INV0009194,PROD_INT monthly service,recurring,50.0
INL00015457,INV0009194,PROD_MOB monthly service,recurring,40.0
INL00015458,INV0009195,PROD_INT monthly service,recurring,50.0
INL00015459,INV0009195,PROD_MOB monthly service,recurring,40.0
INL00015460,INV0009196,PROD_INT monthly service,recurring,50.0
INL00015461,INV0009196,PROD_MOB monthly service,recurring,40.0
INL00015462,INV0009197,PROD_INT monthly service,recurring,50.0
INL00015463,INV0009197,PROD_MOB monthly service,recurring,40.0
INL00015464,INV0009198,PROD_INT monthly service,recurring,50.0
INL00015465,INV0009198,PROD_MOB monthly service,recurring,40.0
INL00015466,INV0009198,Data usage overage,usage,5.87
INL00015467,INV0009199,PROD_INT monthly service,recurring,50.0
INL00015468,INV0009199,One-time activation fee,one-time,35.0
INL00015469,INV0009199,Partial month proration,one-time,20.7
INL00015470,INV0009200,PROD_INT monthly service,recurring,50.0
INL00015471,INV0009201,PROD_INT monthly service,recurring,50.0
INL00015472,INV0009202,PROD_INT monthly service,recurring,50.0
INL00015473,INV0009203,PROD_INT monthly service,recurring,50.0
INL00015474,INV0009204,PROD_INT monthly service,recurring,50.0
INL00015475,INV0009205,PROD_INT monthly service,recurring,50.0
INL00015476,INV0009206,PROD_INT monthly service,recurring,50.0
INL00015477,INV0009206,PROD_TV monthly service,recurring,45.0
INL00015478,INV0009207,PROD_INT monthly service,recurring,50.0
INL00015479,INV0009207,PROD_TV monthly service,recurring,45.0
INL00015480,INV0009208,PROD_INT monthly service,recurring,50.0
INL00015481,INV0009208,PROD_TV monthly service,recurring,45.0
INL00015482,INV0009208,Goodwill/service credit,credit,-6.48
INL00015483,INV0009209,PROD_INT monthly service,recurring,50.0
INL00015484,INV0009209,PROD_TV monthly service,recurring,45.0
INL00015485,INV0009210,PROD_INT monthly service,recurring,50.0
INL00015486,INV0009210,PROD_TV monthly service,recurring,45.0
INL00015487,INV0009211,PROD_INT monthly service,recurring,115.0
INL00015488,INV0009211,One-time activation fee,one-time,35.0
INL00015489,INV0009211,Partial month proration,one-time,23.45
INL00015490,INV0009212,PROD_INT monthly service,recurring,115.0
INL00015491,INV0009213,PROD_INT monthly service,recurring,115.0
INL00015492,INV0009214,PROD_INT monthly service,recurring,115.0
INL00015493,INV0009215,PROD_INT monthly service,recurring,115.0
INL00015494,INV0009216,PROD_INT monthly service,recurring,115.0
INL00015495,INV0009217,PROD_INT monthly service,recurring,115.0
INL00015496,INV0009218,PROD_INT monthly service,recurring,115.0
INL00015497,INV0009219,PROD_INT monthly service,recurring,115.0
INL00015498,INV0009220,PROD_INT monthly service,recurring,115.0
INL00015499,INV0009221,PROD_INT monthly service,recurring,115.0
INL00015500,INV0009221,Data usage overage,usage,31.73
INL00015501,INV0009221,Goodwill/service credit,credit,-21.05
INL00015502,INV0009222,PROD_INT monthly service,recurring,115.0
INL00015503,INV0009223,PROD_INT monthly service,recurring,75.0
INL00015504,INV0009223,One-time activation fee,one-time,35.0
INL00015505,INV0009223,Partial month proration,one-time,13.61
INL00015506,INV0009223,Data usage overage,usage,33.79
INL00015507,INV0009224,PROD_INT monthly service,recurring,75.0
INL00015508,INV0009225,PROD_INT monthly service,recurring,75.0
INL00015509,INV0009226,PROD_INT monthly service,recurring,75.0
INL00015510,INV0009227,PROD_INT monthly service,recurring,75.0
INL00015511,INV0009228,PROD_INT monthly service,recurring,75.0
INL00015512,INV0009228,Data usage overage,usage,16.76
INL00015513,INV0009229,PROD_INT monthly service,recurring,75.0
INL00015514,INV0009230,PROD_INT monthly service,recurring,75.0
INL00015515,INV0009231,PROD_INT monthly service,recurring,75.0
INL00015516,INV0009232,PROD_INT monthly service,recurring,75.0
INL00015517,INV0009232,Data usage overage,usage,34.12
INL00015518,INV0009233,PROD_INT monthly service,recurring,75.0
INL00015519,INV0009233,PROD_VOICE monthly service,recurring,25.0
INL00015520,INV0009234,PROD_INT monthly service,recurring,75.0
INL00015521,INV0009234,PROD_VOICE monthly service,recurring,25.0
INL00015522,INV0009235,PROD_INT monthly service,recurring,90.0
INL00015523,INV0009235,One-time activation fee,one-time,35.0
INL00015524,INV0009235,Partial month proration,one-time,36.78
INL00015525,INV0009236,PROD_INT monthly service,recurring,90.0
INL00015526,INV0009237,PROD_INT monthly service,recurring,90.0
INL00015527,INV0009238,PROD_INT monthly service,recurring,90.0
INL00015528,INV0009239,PROD_INT monthly service,recurring,90.0
INL00015529,INV0009240,PROD_INT monthly service,recurring,90.0
INL00015530,INV0009241,PROD_INT monthly service,recurring,90.0
INL00015531,INV0009242,PROD_INT monthly service,recurring,90.0
INL00015532,INV0009243,PROD_INT monthly service,recurring,90.0
INL00015533,INV0009244,PROD_INT monthly service,recurring,90.0
INL00015534,INV0009244,PROD_MOB monthly service,recurring,62.0
INL00015535,INV0009245,PROD_INT monthly service,recurring,70.0
INL00015536,INV0009245,One-time activation fee,one-time,35.0
INL00015537,INV0009245,Partial month proration,one-time,16.39
INL00015538,INV0009246,PROD_INT monthly service,recurring,70.0
INL00015539,INV0009247,PROD_INT monthly service,recurring,70.0
INL00015540,INV0009247,Data usage overage,usage,38.48
INL00015541,INV0009248,PROD_INT monthly service,recurring,70.0
INL00015542,INV0009249,PROD_INT monthly service,recurring,70.0
INL00015543,INV0009250,PROD_INT monthly service,recurring,70.0
INL00015544,INV0009251,PROD_INT monthly service,recurring,70.0
INL00015545,INV0009252,PROD_INT monthly service,recurring,70.0
INL00015546,INV0009253,PROD_INT monthly service,recurring,70.0
INL00015547,INV0009254,PROD_INT monthly service,recurring,70.0
INL00015548,INV0009255,PROD_INT monthly service,recurring,70.0
INL00015549,INV0009256,PROD_INT monthly service,recurring,70.0
INL00015550,INV0009257,PROD_INT monthly service,recurring,95.0
INL00015551,INV0009257,PROD_MOB monthly service,recurring,62.0
INL00015552,INV0009257,One-time activation fee,one-time,35.0
INL00015553,INV0009257,Partial month proration,one-time,58.16
INL00015554,INV0009258,PROD_INT monthly service,recurring,95.0
INL00015555,INV0009258,PROD_MOB monthly service,recurring,62.0
INL00015556,INV0009259,PROD_INT monthly service,recurring,95.0
INL00015557,INV0009259,PROD_MOB monthly service,recurring,62.0
INL00015558,INV0009260,PROD_INT monthly service,recurring,95.0
INL00015559,INV0009260,PROD_MOB monthly service,recurring,62.0
INL00015560,INV0009261,PROD_INT monthly service,recurring,95.0
INL00015561,INV0009261,PROD_MOB monthly service,recurring,62.0
INL00015562,INV0009262,PROD_INT monthly service,recurring,95.0
INL00015563,INV0009262,PROD_MOB monthly service,recurring,62.0
INL00015564,INV0009263,PROD_INT monthly service,recurring,95.0
INL00015565,INV0009263,PROD_MOB monthly service,recurring,62.0
INL00015566,INV0009264,PROD_INT monthly service,recurring,95.0
INL00015567,INV0009264,PROD_MOB monthly service,recurring,62.0
INL00015568,INV0009265,PROD_INT monthly service,recurring,95.0
INL00015569,INV0009265,PROD_MOB monthly service,recurring,62.0
INL00015570,INV0009266,PROD_INT monthly service,recurring,95.0
INL00015571,INV0009266,PROD_MOB monthly service,recurring,62.0
INL00015572,INV0009267,PROD_INT monthly service,recurring,95.0
INL00015573,INV0009267,PROD_MOB monthly service,recurring,62.0
INL00015574,INV0009268,PROD_INT monthly service,recurring,95.0
INL00015575,INV0009268,PROD_MOB monthly service,recurring,62.0
INL00015576,INV0009268,PROD_TV monthly service,recurring,45.0
INL00015577,INV0009269,PROD_INT monthly service,recurring,70.0
INL00015578,INV0009269,One-time activation fee,one-time,35.0
INL00015579,INV0009269,Partial month proration,one-time,36.18
INL00015580,INV0009270,PROD_INT monthly service,recurring,70.0
INL00015581,INV0009271,PROD_INT monthly service,recurring,70.0
INL00015582,INV0009272,PROD_INT monthly service,recurring,70.0
INL00015583,INV0009272,PROD_TV monthly service,recurring,45.0
INL00015584,INV0009273,PROD_INT monthly service,recurring,70.0
INL00015585,INV0009273,PROD_TV monthly service,recurring,45.0
INL00015586,INV0009274,PROD_INT monthly service,recurring,70.0
INL00015587,INV0009274,PROD_TV monthly service,recurring,45.0
INL00015588,INV0009275,PROD_INT monthly service,recurring,70.0
INL00015589,INV0009275,PROD_TV monthly service,recurring,45.0
INL00015590,INV0009275,Goodwill/service credit,credit,-5.56
INL00015591,INV0009276,PROD_INT monthly service,recurring,70.0
INL00015592,INV0009276,PROD_TV monthly service,recurring,45.0
INL00015593,INV0009277,PROD_INT monthly service,recurring,70.0
INL00015594,INV0009277,PROD_TV monthly service,recurring,45.0
INL00015595,INV0009278,PROD_INT monthly service,recurring,70.0
INL00015596,INV0009278,PROD_TV monthly service,recurring,45.0
INL00015597,INV0009279,PROD_INT monthly service,recurring,70.0
INL00015598,INV0009279,PROD_TV monthly service,recurring,45.0
INL00015599,INV0009280,PROD_INT monthly service,recurring,70.0
INL00015600,INV0009280,PROD_TV monthly service,recurring,45.0
INL00015601,INV0009280,Goodwill/service credit,credit,-14.18
INL00015602,INV0009281,PROD_INT monthly service,recurring,70.0
INL00015603,INV0009281,One-time activation fee,one-time,35.0
INL00015604,INV0009281,Partial month proration,one-time,37.3
INL00015605,INV0009282,PROD_INT monthly service,recurring,70.0
INL00015606,INV0009282,PROD_MOB monthly service,recurring,55.0
INL00015607,INV0009283,PROD_INT monthly service,recurring,70.0
INL00015608,INV0009283,PROD_MOB monthly service,recurring,55.0
INL00015609,INV0009284,PROD_INT monthly service,recurring,70.0
INL00015610,INV0009284,PROD_MOB monthly service,recurring,55.0
INL00015611,INV0009284,Goodwill/service credit,credit,-5.26
INL00015612,INV0009285,PROD_INT monthly service,recurring,70.0
INL00015613,INV0009285,PROD_MOB monthly service,recurring,55.0
INL00015614,INV0009286,PROD_INT monthly service,recurring,70.0
INL00015615,INV0009286,PROD_MOB monthly service,recurring,55.0
INL00015616,INV0009287,PROD_INT monthly service,recurring,70.0
INL00015617,INV0009287,PROD_MOB monthly service,recurring,55.0
INL00015618,INV0009288,PROD_INT monthly service,recurring,70.0
INL00015619,INV0009288,PROD_MOB monthly service,recurring,55.0
INL00015620,INV0009289,PROD_INT monthly service,recurring,70.0
INL00015621,INV0009289,PROD_MOB monthly service,recurring,55.0
INL00015622,INV0009290,PROD_INT monthly service,recurring,70.0
INL00015623,INV0009290,PROD_MOB monthly service,recurring,55.0
INL00015624,INV0009291,PROD_INT monthly service,recurring,70.0
INL00015625,INV0009291,PROD_MOB monthly service,recurring,55.0
INL00015626,INV0009292,PROD_INT monthly service,recurring,70.0
INL00015627,INV0009292,PROD_MOB monthly service,recurring,55.0
INL00015628,INV0009292,Data usage overage,usage,26.69
INL00015629,INV0009293,PROD_INT monthly service,recurring,75.0
INL00015630,INV0009293,One-time activation fee,one-time,35.0
INL00015631,INV0009293,Partial month proration,one-time,30.69
INL00015632,INV0009294,PROD_INT monthly service,recurring,55.0
INL00015633,INV0009294,One-time activation fee,one-time,35.0
INL00015634,INV0009294,Partial month proration,one-time,10.62
INL00015635,INV0009295,PROD_INT monthly service,recurring,55.0
INL00015636,INV0009296,PROD_INT monthly service,recurring,55.0
INL00015637,INV0009297,PROD_INT monthly service,recurring,55.0
INL00015638,INV0009298,PROD_INT monthly service,recurring,55.0
INL00015639,INV0009299,PROD_INT monthly service,recurring,55.0
INL00015640,INV0009300,PROD_INT monthly service,recurring,55.0
INL00015641,INV0009301,PROD_INT monthly service,recurring,55.0
INL00015642,INV0009302,PROD_INT monthly service,recurring,55.0
INL00015643,INV0009302,PROD_TV monthly service,recurring,45.0
INL00015644,INV0009303,PROD_INT monthly service,recurring,95.0
INL00015645,INV0009303,One-time activation fee,one-time,35.0
INL00015646,INV0009303,Partial month proration,one-time,50.25
INL00015647,INV0009304,PROD_INT monthly service,recurring,50.0
INL00015648,INV0009304,One-time activation fee,one-time,35.0
INL00015649,INV0009304,Partial month proration,one-time,19.99
INL00015650,INV0009305,PROD_INT monthly service,recurring,50.0
INL00015651,INV0009306,PROD_INT monthly service,recurring,50.0
INL00015652,INV0009307,PROD_INT monthly service,recurring,50.0
INL00015653,INV0009308,PROD_INT monthly service,recurring,50.0
INL00015654,INV0009308,PROD_MOB monthly service,recurring,47.0
INL00015655,INV0009309,PROD_INT monthly service,recurring,50.0
INL00015656,INV0009309,PROD_MOB monthly service,recurring,47.0
INL00015657,INV0009310,PROD_INT monthly service,recurring,50.0
INL00015658,INV0009310,PROD_MOB monthly service,recurring,47.0
INL00015659,INV0009311,PROD_INT monthly service,recurring,50.0
INL00015660,INV0009311,PROD_MOB monthly service,recurring,47.0
INL00015661,INV0009312,PROD_INT monthly service,recurring,50.0
INL00015662,INV0009312,PROD_MOB monthly service,recurring,47.0
INL00015663,INV0009312,Data usage overage,usage,8.32
INL00015664,INV0009313,PROD_INT monthly service,recurring,50.0
INL00015665,INV0009313,PROD_MOB monthly service,recurring,47.0
INL00015666,INV0009314,PROD_INT monthly service,recurring,50.0
INL00015667,INV0009314,PROD_MOB monthly service,recurring,47.0
INL00015668,INV0009315,PROD_INT monthly service,recurring,50.0
INL00015669,INV0009315,PROD_MOB monthly service,recurring,47.0
INL00015670,INV0009316,PROD_INT monthly service,recurring,50.0
INL00015671,INV0009316,One-time activation fee,one-time,35.0
INL00015672,INV0009316,Partial month proration,one-time,17.97
INL00015673,INV0009317,PROD_INT monthly service,recurring,50.0
INL00015674,INV0009318,PROD_INT monthly service,recurring,50.0
INL00015675,INV0009319,PROD_INT monthly service,recurring,50.0
INL00015676,INV0009320,PROD_INT monthly service,recurring,50.0
INL00015677,INV0009321,PROD_INT monthly service,recurring,50.0
INL00015678,INV0009322,PROD_INT monthly service,recurring,50.0
INL00015679,INV0009323,PROD_INT monthly service,recurring,50.0
INL00015680,INV0009324,PROD_INT monthly service,recurring,50.0
INL00015681,INV0009325,PROD_INT monthly service,recurring,50.0
INL00015682,INV0009326,PROD_INT monthly service,recurring,50.0
INL00015683,INV0009326,Goodwill/service credit,credit,-12.13
INL00015684,INV0009327,PROD_INT monthly service,recurring,50.0
INL00015685,INV0009327,Goodwill/service credit,credit,-24.57
INL00015686,INV0009328,PROD_INT monthly service,recurring,75.0
INL00015687,INV0009328,One-time activation fee,one-time,35.0
INL00015688,INV0009328,Partial month proration,one-time,28.63
INL00015689,INV0009329,PROD_INT monthly service,recurring,75.0
INL00015690,INV0009330,PROD_INT monthly service,recurring,75.0
INL00015691,INV0009330,Goodwill/service credit,credit,-23.9
INL00015692,INV0009331,PROD_INT monthly service,recurring,75.0
INL00015693,INV0009331,Data usage overage,usage,19.71
INL00015694,INV0009332,PROD_INT monthly service,recurring,75.0
INL00015695,INV0009333,PROD_INT monthly service,recurring,75.0
INL00015696,INV0009334,PROD_INT monthly service,recurring,75.0
INL00015697,INV0009335,PROD_INT monthly service,recurring,75.0
INL00015698,INV0009336,PROD_INT monthly service,recurring,75.0
INL00015699,INV0009336,Data usage overage,usage,13.14
INL00015700,INV0009337,PROD_INT monthly service,recurring,75.0
INL00015701,INV0009338,PROD_INT monthly service,recurring,75.0
INL00015702,INV0009339,PROD_INT monthly service,recurring,75.0
INL00015703,INV0009340,PROD_INT monthly service,recurring,95.0
INL00015704,INV0009340,PROD_TV monthly service,recurring,45.0
INL00015705,INV0009340,One-time activation fee,one-time,35.0
INL00015706,INV0009340,Partial month proration,one-time,20.92
INL00015707,INV0009341,PROD_INT monthly service,recurring,70.0
INL00015708,INV0009341,One-time activation fee,one-time,35.0
INL00015709,INV0009341,Partial month proration,one-time,31.94
INL00015710,INV0009342,PROD_INT monthly service,recurring,70.0
INL00015711,INV0009343,PROD_INT monthly service,recurring,70.0
INL00015712,INV0009343,Data usage overage,usage,22.31
INL00015713,INV0009344,PROD_INT monthly service,recurring,70.0
INL00015714,INV0009345,PROD_INT monthly service,recurring,70.0
INL00015715,INV0009345,Goodwill/service credit,credit,-18.67
INL00015716,INV0009346,PROD_INT monthly service,recurring,70.0
INL00015717,INV0009346,PROD_MOB monthly service,recurring,67.0
INL00015718,INV0009347,PROD_INT monthly service,recurring,70.0
INL00015719,INV0009347,PROD_MOB monthly service,recurring,67.0
INL00015720,INV0009348,PROD_INT monthly service,recurring,70.0
INL00015721,INV0009348,PROD_MOB monthly service,recurring,67.0
INL00015722,INV0009349,PROD_INT monthly service,recurring,70.0
INL00015723,INV0009349,PROD_MOB monthly service,recurring,67.0
INL00015724,INV0009350,PROD_INT monthly service,recurring,70.0
INL00015725,INV0009350,PROD_MOB monthly service,recurring,67.0
INL00015726,INV0009351,PROD_INT monthly service,recurring,70.0
INL00015727,INV0009351,PROD_MOB monthly service,recurring,67.0
INL00015728,INV0009351,Goodwill/service credit,credit,-17.36
INL00015729,INV0009352,PROD_INT monthly service,recurring,70.0
INL00015730,INV0009352,PROD_MOB monthly service,recurring,67.0
INL00015731,INV0009353,PROD_INT monthly service,recurring,70.0
INL00015732,INV0009353,One-time activation fee,one-time,35.0
INL00015733,INV0009353,Partial month proration,one-time,29.99
INL00015734,INV0009353,Goodwill/service credit,credit,-13.31
INL00015735,INV0009354,PROD_INT monthly service,recurring,70.0
INL00015736,INV0009354,PROD_MOB monthly service,recurring,55.0
INL00015737,INV0009355,PROD_INT monthly service,recurring,70.0
INL00015738,INV0009355,PROD_MOB monthly service,recurring,55.0
INL00015739,INV0009356,PROD_INT monthly service,recurring,70.0
INL00015740,INV0009356,PROD_MOB monthly service,recurring,55.0
INL00015741,INV0009357,PROD_INT monthly service,recurring,70.0
INL00015742,INV0009357,PROD_MOB monthly service,recurring,55.0
INL00015743,INV0009357,Goodwill/service credit,credit,-18.29
INL00015744,INV0009358,PROD_INT monthly service,recurring,70.0
INL00015745,INV0009358,PROD_MOB monthly service,recurring,55.0
INL00015746,INV0009359,PROD_INT monthly service,recurring,70.0
INL00015747,INV0009359,PROD_MOB monthly service,recurring,55.0
INL00015748,INV0009360,PROD_INT monthly service,recurring,70.0
INL00015749,INV0009360,PROD_MOB monthly service,recurring,55.0
INL00015750,INV0009360,Goodwill/service credit,credit,-16.04
INL00015751,INV0009361,PROD_INT monthly service,recurring,70.0
INL00015752,INV0009361,PROD_MOB monthly service,recurring,55.0
INL00015753,INV0009361,Data usage overage,usage,24.59
INL00015754,INV0009362,PROD_INT monthly service,recurring,70.0
INL00015755,INV0009362,PROD_MOB monthly service,recurring,55.0
INL00015756,INV0009363,PROD_INT monthly service,recurring,70.0
INL00015757,INV0009363,PROD_MOB monthly service,recurring,55.0
INL00015758,INV0009364,PROD_INT monthly service,recurring,70.0
INL00015759,INV0009364,PROD_MOB monthly service,recurring,55.0
INL00015760,INV0009364,Data usage overage,usage,36.01
INL00015761,INV0009365,PROD_INT monthly service,recurring,115.0
INL00015762,INV0009365,One-time activation fee,one-time,35.0
INL00015763,INV0009365,Partial month proration,one-time,41.95
INL00015764,INV0009366,PROD_INT monthly service,recurring,115.0
INL00015765,INV0009367,PROD_INT monthly service,recurring,115.0
INL00015766,INV0009368,PROD_INT monthly service,recurring,115.0
INL00015767,INV0009369,PROD_INT monthly service,recurring,115.0
INL00015768,INV0009370,PROD_INT monthly service,recurring,115.0
INL00015769,INV0009371,PROD_INT monthly service,recurring,115.0
INL00015770,INV0009371,Data usage overage,usage,37.24
INL00015771,INV0009372,PROD_INT monthly service,recurring,115.0
INL00015772,INV0009373,PROD_INT monthly service,recurring,115.0
INL00015773,INV0009374,PROD_INT monthly service,recurring,115.0
INL00015774,INV0009375,PROD_INT monthly service,recurring,115.0
INL00015775,INV0009376,PROD_INT monthly service,recurring,115.0
INL00015776,INV0009377,PROD_INT monthly service,recurring,70.0
INL00015777,INV0009377,One-time activation fee,one-time,35.0
INL00015778,INV0009377,Partial month proration,one-time,18.74
INL00015779,INV0009378,PROD_INT monthly service,recurring,70.0
INL00015780,INV0009379,PROD_INT monthly service,recurring,70.0
INL00015781,INV0009380,PROD_INT monthly service,recurring,70.0
INL00015782,INV0009381,PROD_INT monthly service,recurring,70.0
INL00015783,INV0009382,PROD_INT monthly service,recurring,70.0
INL00015784,INV0009383,PROD_INT monthly service,recurring,70.0
INL00015785,INV0009384,PROD_INT monthly service,recurring,70.0
INL00015786,INV0009385,PROD_INT monthly service,recurring,70.0
INL00015787,INV0009385,Goodwill/service credit,credit,-28.85
INL00015788,INV0009386,PROD_INT monthly service,recurring,70.0
INL00015789,INV0009386,Goodwill/service credit,credit,-19.02
INL00015790,INV0009387,PROD_INT monthly service,recurring,70.0
INL00015791,INV0009388,PROD_INT monthly service,recurring,50.0
INL00015792,INV0009388,One-time activation fee,one-time,35.0
INL00015793,INV0009388,Partial month proration,one-time,16.26
INL00015794,INV0009389,PROD_INT monthly service,recurring,50.0
INL00015795,INV0009390,PROD_INT monthly service,recurring,50.0
INL00015796,INV0009390,Goodwill/service credit,credit,-6.08
INL00015797,INV0009391,PROD_INT monthly service,recurring,50.0
INL00015798,INV0009391,PROD_VOICE monthly service,recurring,25.0
INL00015799,INV0009392,PROD_INT monthly service,recurring,50.0
INL00015800,INV0009392,PROD_VOICE monthly service,recurring,25.0
INL00015801,INV0009393,PROD_INT monthly service,recurring,50.0
INL00015802,INV0009393,PROD_VOICE monthly service,recurring,25.0
INL00015803,INV0009394,PROD_INT monthly service,recurring,50.0
INL00015804,INV0009394,PROD_VOICE monthly service,recurring,25.0
INL00015805,INV0009395,PROD_INT monthly service,recurring,50.0
INL00015806,INV0009395,PROD_VOICE monthly service,recurring,25.0
INL00015807,INV0009395,Goodwill/service credit,credit,-24.78
INL00015808,INV0009396,PROD_INT monthly service,recurring,50.0
INL00015809,INV0009396,PROD_VOICE monthly service,recurring,25.0
INL00015810,INV0009397,PROD_INT monthly service,recurring,50.0
INL00015811,INV0009397,PROD_VOICE monthly service,recurring,25.0
INL00015812,INV0009397,Data usage overage,usage,34.8
INL00015813,INV0009398,PROD_INT monthly service,recurring,50.0
INL00015814,INV0009398,PROD_VOICE monthly service,recurring,25.0
INL00015815,INV0009399,PROD_INT monthly service,recurring,50.0
INL00015816,INV0009399,PROD_VOICE monthly service,recurring,25.0
INL00015817,INV0009400,PROD_INT monthly service,recurring,95.0
INL00015818,INV0009400,One-time activation fee,one-time,35.0
INL00015819,INV0009400,Partial month proration,one-time,42.48
INL00015820,INV0009401,PROD_INT monthly service,recurring,95.0
INL00015821,INV0009401,Data usage overage,usage,21.47
INL00015822,INV0009402,PROD_INT monthly service,recurring,95.0
INL00015823,INV0009403,PROD_INT monthly service,recurring,95.0
INL00015824,INV0009404,PROD_INT monthly service,recurring,95.0
INL00015825,INV0009405,PROD_INT monthly service,recurring,95.0
INL00015826,INV0009406,PROD_INT monthly service,recurring,95.0
INL00015827,INV0009407,PROD_INT monthly service,recurring,95.0
INL00015828,INV0009408,PROD_INT monthly service,recurring,95.0
INL00015829,INV0009408,PROD_TV monthly service,recurring,45.0
INL00015830,INV0009409,PROD_INT monthly service,recurring,95.0
INL00015831,INV0009409,PROD_TV monthly service,recurring,45.0
INL00015832,INV0009410,PROD_INT monthly service,recurring,95.0
INL00015833,INV0009410,PROD_TV monthly service,recurring,45.0
INL00015834,INV0009411,PROD_INT monthly service,recurring,95.0
INL00015835,INV0009411,PROD_TV monthly service,recurring,45.0
INL00015836,INV0009412,PROD_INT monthly service,recurring,115.0
INL00015837,INV0009412,One-time activation fee,one-time,35.0
INL00015838,INV0009412,Partial month proration,one-time,45.84
INL00015839,INV0009412,Goodwill/service credit,credit,-23.63
INL00015840,INV0009413,PROD_INT monthly service,recurring,115.0
INL00015841,INV0009413,Goodwill/service credit,credit,-27.09
INL00015842,INV0009414,PROD_INT monthly service,recurring,115.0
INL00015843,INV0009415,PROD_INT monthly service,recurring,115.0
INL00015844,INV0009416,PROD_INT monthly service,recurring,115.0
INL00015845,INV0009417,PROD_INT monthly service,recurring,115.0
INL00015846,INV0009417,PROD_MOB monthly service,recurring,77.0
INL00015847,INV0009417,Goodwill/service credit,credit,-29.69
INL00015848,INV0009418,PROD_INT monthly service,recurring,115.0
INL00015849,INV0009418,PROD_MOB monthly service,recurring,77.0
INL00015850,INV0009419,PROD_INT monthly service,recurring,115.0
INL00015851,INV0009419,PROD_MOB monthly service,recurring,77.0
INL00015852,INV0009420,PROD_INT monthly service,recurring,115.0
INL00015853,INV0009420,PROD_MOB monthly service,recurring,77.0
INL00015854,INV0009421,PROD_INT monthly service,recurring,115.0
INL00015855,INV0009421,PROD_MOB monthly service,recurring,77.0
INL00015856,INV0009422,PROD_INT monthly service,recurring,115.0
INL00015857,INV0009422,PROD_MOB monthly service,recurring,77.0
INL00015858,INV0009423,PROD_INT monthly service,recurring,115.0
INL00015859,INV0009423,PROD_MOB monthly service,recurring,77.0
INL00015860,INV0009424,PROD_INT monthly service,recurring,115.0
INL00015861,INV0009424,One-time activation fee,one-time,35.0
INL00015862,INV0009424,Partial month proration,one-time,47.09
INL00015863,INV0009425,PROD_INT monthly service,recurring,115.0
INL00015864,INV0009426,PROD_INT monthly service,recurring,115.0
INL00015865,INV0009427,PROD_INT monthly service,recurring,115.0
INL00015866,INV0009427,Data usage overage,usage,30.5
INL00015867,INV0009428,PROD_INT monthly service,recurring,115.0
INL00015868,INV0009428,Data usage overage,usage,20.41
INL00015869,INV0009429,PROD_INT monthly service,recurring,115.0
INL00015870,INV0009430,PROD_INT monthly service,recurring,115.0
INL00015871,INV0009431,PROD_INT monthly service,recurring,115.0
INL00015872,INV0009432,PROD_INT monthly service,recurring,115.0
INL00015873,INV0009432,Goodwill/service credit,credit,-17.01
INL00015874,INV0009433,PROD_INT monthly service,recurring,115.0
INL00015875,INV0009434,PROD_INT monthly service,recurring,115.0
INL00015876,INV0009435,PROD_INT monthly service,recurring,115.0
INL00015877,INV0009436,PROD_INT monthly service,recurring,75.0
INL00015878,INV0009436,One-time activation fee,one-time,35.0
INL00015879,INV0009436,Partial month proration,one-time,27.37
INL00015880,INV0009437,PROD_INT monthly service,recurring,75.0
INL00015881,INV0009438,PROD_INT monthly service,recurring,75.0
INL00015882,INV0009439,PROD_INT monthly service,recurring,75.0
INL00015883,INV0009440,PROD_INT monthly service,recurring,75.0
INL00015884,INV0009440,Data usage overage,usage,20.04
INL00015885,INV0009441,PROD_INT monthly service,recurring,75.0
INL00015886,INV0009442,PROD_INT monthly service,recurring,75.0
INL00015887,INV0009443,PROD_INT monthly service,recurring,75.0
INL00015888,INV0009443,Goodwill/service credit,credit,-25.95
INL00015889,INV0009444,PROD_INT monthly service,recurring,75.0
INL00015890,INV0009445,PROD_INT monthly service,recurring,75.0
INL00015891,INV0009445,PROD_MOB monthly service,recurring,47.0
INL00015892,INV0009446,PROD_INT monthly service,recurring,70.0
INL00015893,INV0009446,PROD_MOB monthly service,recurring,77.0
INL00015894,INV0009446,One-time activation fee,one-time,35.0
